Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,Texas,3,18,Oct 28 - Nov 9,19.6,16.5,23,16.5 - 23.0,13.7-19.7,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,Utah,3,18,Oct 28 - Nov 9,24.9,22.3,27.7,22.3 - 27.7,23.9-27.6,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,Vermont,3,18,Oct 28 - Nov 9,27.4,21.5,33.9,21.5 - 33.9,23.9-27.6,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,Virginia,3,18,Oct 28 - Nov 9,22.2,18.3,26.6,18.3 - 26.6,21.8-23.8,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,Washington,3,18,Oct 28 - Nov 9,20.8,17.6,24.2,17.6 - 24.2,19.8-21.7,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,West Virginia,3,18,Oct 28 - Nov 9,27.6,21.6,34.4,21.6 - 34.4,23.9-27.6,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,Wisconsin,3,18,Oct 28 - Nov 9,19.5,15.5,24,15.5 - 24.0,13.7-19.7,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,Wyoming,3,18,Oct 28 - Nov 9,19.4,15.4,23.8,15.4 - 23.8,13.7-19.7,
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3,18,Oct 28 - Nov 9,9.8,9.4,10.2,9.4 - 10.2,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3,18,Oct 28 - Nov 9,14.8,13,16.8,13.0 - 16.8,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3,18,Oct 28 - Nov 9,14.4,13.2,15.8,13.2 - 15.8,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3,18,Oct 28 - Nov 9,10.1,9.4,10.9,9.4 - 10.9,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3,18,Oct 28 - Nov 9,9.2,8,10.6,8.0 - 10.6,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3,18,Oct 28 - Nov 9,6.3,5.4,7.2,5.4 - 7.2,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3,18,Oct 28 - Nov 9,3.2,2.6,3.9,2.6 - 3.9,,
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,3,18,Oct 28 - Nov 9,2.9,1.7,4.7,1.7 - 4.7,,
"Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Male,3,18,Oct 28 - Nov 9,7.6,6.9,8.3,6.9 - 8.3,,
"Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Female,3,18,Oct 28 - Nov 9,11.8,11.1,12.5,11.1 - 12.5,,
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3,18,Oct 28 - Nov 9,5,4.6,5.5,4.6 - 5.5,,
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3,18,Oct 28 - Nov 9,16.6,15.7,17.5,15.7 - 17.5,,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3,18,Oct 28 - Nov 9,9.5,8.1,11,8.1 - 11.0,,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3,18,Oct 28 - Nov 9,10,9.4,10.6,9.4 - 10.6,,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3,18,Oct 28 - Nov 9,9.7,8,11.5,8.0 - 11.5,,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3,18,Oct 28 - Nov 9,6,4.4,8.1,4.4 - 8.1,,
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3,18,Oct 28 - Nov 9,12.6,10,15.6,10.0 - 15.6,,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3,18,Oct 28 - Nov 9,7.8,5.4,10.9,5.4 - 10.9,,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3,18,Oct 28 - Nov 9,6.5,5.6,7.5,5.6 - 7.5,,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3,18,Oct 28 - Nov 9,11,10.2,11.8,10.2 - 11.8,,
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3,18,Oct 28 - Nov 9,12,11.5,12.5,11.5 - 12.5,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,3,18,Oct 28 - Nov 9,9.2,5.2,14.9,5.2 - 14.9,9.0-9.7,
"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3,18,Oct 28 - Nov 9,13,9.6,17.1,9.6 - 17.1,11.3-20.3,
"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,3,18,Oct 28 - Nov 9,9.4,6.6,13,6.6 - 13.0,9.0-9.7,
"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,3,18,Oct 28 - Nov 9,8.2,5.5,11.6,5.5 - 11.6,5.6-8.9,
"Received Counseling or Therapy, Last 4 Weeks",By State,California,California,3,18,Oct 28 - Nov 9,10.2,8.2,12.4,8.2 - 12.4,9.8-11.2,
"Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,3,18,Oct 28 - Nov 9,12.4,10.2,14.8,10.2 - 14.8,11.3-20.3,
"Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,3,18,Oct 28 - Nov 9,13.3,10.2,16.9,10.2 - 16.9,11.3-20.3,
"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3,18,Oct 28 - Nov 9,11.2,7.6,15.8,7.6 - 15.8,9.8-11.2,
"Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,3,18,Oct 28 - Nov 9,20.3,14.9,26.7,14.9 - 26.7,11.3-20.3,
"Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,3,18,Oct 28 - Nov 9,7.2,5.2,9.5,5.2 - 9.5,5.6-8.9,
"Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,3,18,Oct 28 - Nov 9,8.5,6.1,11.3,6.1 - 11.3,5.6-8.9,
"Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,3,18,Oct 28 - Nov 9,9.4,6.4,13.3,6.4 - 13.3,9.0-9.7,
"Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,3,18,Oct 28 - Nov 9,8.5,6,11.6,6.0 - 11.6,5.6-8.9,
"Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,3,18,Oct 28 - Nov 9,9.5,7.4,11.9,7.4 - 11.9,9.0-9.7,
"Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,3,18,Oct 28 - Nov 9,8.1,5.9,10.9,5.9 - 10.9,5.6-8.9,
"Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,3,18,Oct 28 - Nov 9,11.1,7.8,15.3,7.8 - 15.3,9.8-11.2,
"Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,3,18,Oct 28 - Nov 9,8.9,6.4,12,6.4 - 12.0,5.6-8.9,
"Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,3,18,Oct 28 - Nov 9,7.8,5.3,11,5.3 - 11.0,5.6-8.9,
"Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,3,18,Oct 28 - Nov 9,8.9,6.3,12.1,6.3 - 12.1,5.6-8.9,
"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,3,18,Oct 28 - Nov 9,9.6,6.8,13.1,6.8 - 13.1,9.0-9.7,
"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,3,18,Oct 28 - Nov 9,12.3,9.5,15.6,9.5 - 15.6,11.3-20.3,
"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,3,18,Oct 28 - Nov 9,16,12.9,19.6,12.9 - 19.6,11.3-20.3,
"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3,18,Oct 28 - Nov 9,7.9,6.2,9.9,6.2 - 9.9,5.6-8.9,
"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3,18,Oct 28 - Nov 9,10.1,8.2,12.2,8.2 - 12.2,9.8-11.2,
"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,3,18,Oct 28 - Nov 9,6.7,3.6,11.1,3.6 - 11.1,5.6-8.9,
"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,3,18,Oct 28 - Nov 9,5.6,3.9,7.9,3.9 - 7.9,5.6-8.9,
"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,3,18,Oct 28 - Nov 9,8.6,5.7,12.5,5.7 - 12.5,5.6-8.9,
"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,3,18,Oct 28 - Nov 9,9.1,6.6,12.1,6.6 - 12.1,9.0-9.7,
"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,3,18,Oct 28 - Nov 9,9,6.3,12.4,6.3 - 12.4,9.0-9.7,
"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,3,18,Oct 28 - Nov 9,10.8,7.7,14.5,7.7 - 14.5,9.8-11.2,
"Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,3,18,Oct 28 - Nov 9,10.3,7.3,14,7.3 - 14.0,9.8-11.2,
"Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,3,18,Oct 28 - Nov 9,13.1,9.3,17.8,9.3 - 17.8,11.3-20.3,
"Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,3,18,Oct 28 - Nov 9,9.7,7.6,12.1,7.6 - 12.1,9.0-9.7,
"Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,3,18,Oct 28 - Nov 9,10.4,7.8,13.7,7.8 - 13.7,9.8-11.2,
"Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,3,18,Oct 28 - Nov 9,5.8,3.5,9,3.5 - 9.0,5.6-8.9,
"Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,3,18,Oct 28 - Nov 9,9.7,7.1,12.9,7.1 - 12.9,9.0-9.7,
"Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,3,18,Oct 28 - Nov 9,8.9,5.6,13.4,5.6 - 13.4,5.6-8.9,
"Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,3,18,Oct 28 - Nov 9,11.1,8.6,14,8.6 - 14.0,9.8-11.2,
"Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3,18,Oct 28 - Nov 9,10.4,7.6,13.8,7.6 - 13.8,9.8-11.2,
"Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,3,18,Oct 28 - Nov 9,12.4,9.5,15.8,9.5 - 15.8,11.3-20.3,
"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3,18,Oct 28 - Nov 9,9.2,6.4,12.6,6.4 - 12.6,9.0-9.7,
"Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,3,18,Oct 28 - Nov 9,7.8,5.3,11,5.3 - 11.0,5.6-8.9,
"Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,3,18,Oct 28 - Nov 9,9.2,6.8,12.1,6.8 - 12.1,9.0-9.7,
"Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,3,18,Oct 28 - Nov 9,9.8,7.7,12.2,7.7 - 12.2,9.8-11.2,
"Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,3,18,Oct 28 - Nov 9,11.9,9.4,14.8,9.4 - 14.8,11.3-20.3,
"Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,3,18,Oct 28 - Nov 9,13.5,8.7,19.8,8.7 - 19.8,11.3-20.3,
"Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,3,18,Oct 28 - Nov 9,11.7,8.7,15.2,8.7 - 15.2,11.3-20.3,
"Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,3,18,Oct 28 - Nov 9,10.6,8.6,12.9,8.6 - 12.9,9.8-11.2,
"Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,3,18,Oct 28 - Nov 9,12.3,7.2,19,7.2 - 19.0,11.3-20.3,
"Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,3,18,Oct 28 - Nov 9,9.9,6.3,14.5,6.3 - 14.5,9.8-11.2,
"Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,3,18,Oct 28 - Nov 9,10.1,7.1,13.9,7.1 - 13.9,9.8-11.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3,18,Oct 28 - Nov 9,24.3,23.6,25,23.6 - 25.0,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3,18,Oct 28 - Nov 9,26.8,24.1,29.6,24.1 - 29.6,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3,18,Oct 28 - Nov 9,27.5,25.9,29.2,25.9 - 29.2,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3,18,Oct 28 - Nov 9,23.9,22.8,25,22.8 - 25.0,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3,18,Oct 28 - Nov 9,24.5,23,25.9,23.0 - 25.9,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3,18,Oct 28 - Nov 9,23.2,21.6,24.9,21.6 - 24.9,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3,18,Oct 28 - Nov 9,19.5,17.7,21.4,17.7 - 21.4,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,3,18,Oct 28 - Nov 9,15.2,11.2,19.8,11.2 - 19.8,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Male,3,18,Oct 28 - Nov 9,17.9,16.9,18.9,16.9 - 18.9,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Female,3,18,Oct 28 - Nov 9,30.1,29.1,31,29.1 - 31.0,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3,18,Oct 28 - Nov 9,14.1,13.3,14.9,13.3 - 14.9,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3,18,Oct 28 - Nov 9,38.8,37.5,40.2,37.5 - 40.2,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3,18,Oct 28 - Nov 9,21,18.9,23.2,18.9 - 23.2,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3,18,Oct 28 - Nov 9,26.6,25.7,27.5,25.7 - 27.5,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3,18,Oct 28 - Nov 9,18,16,20.2,16.0 - 20.2,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3,18,Oct 28 - Nov 9,12.5,10.2,15,10.2 - 15.0,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3,18,Oct 28 - Nov 9,29,25.3,32.9,25.3 - 32.9,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3,18,Oct 28 - Nov 9,18.3,14.8,22.1,14.8 - 22.1,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3,18,Oct 28 - Nov 9,21.7,19.9,23.6,19.9 - 23.6,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3,18,Oct 28 - Nov 9,26.7,25.6,27.8,25.6 - 27.8,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3,18,Oct 28 - Nov 9,25.5,24.8,26.2,24.8 - 26.2,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,3,18,Oct 28 - Nov 9,29.1,23.3,35.5,23.3 - 35.5,27.1-33.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3,18,Oct 28 - Nov 9,24.1,19.8,28.7,19.8 - 28.7,23.4-25.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,3,18,Oct 28 - Nov 9,21.9,18.2,25.9,18.2 - 25.9,17.6-23.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,3,18,Oct 28 - Nov 9,26,21.5,30.9,21.5 - 30.9,25.3-27.0,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,California,3,18,Oct 28 - Nov 9,23.3,20.1,26.8,20.1 - 26.8,17.6-23.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,3,18,Oct 28 - Nov 9,27,23.9,30.3,23.9 - 30.3,25.3-27.0,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,3,18,Oct 28 - Nov 9,28.6,23.7,34,23.7 - 34.0,27.1-33.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3,18,Oct 28 - Nov 9,26,20.5,32.1,20.5 - 32.1,25.3-27.0,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,3,18,Oct 28 - Nov 9,28.2,21.4,35.7,21.4 - 35.7,27.1-33.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,3,18,Oct 28 - Nov 9,21.2,18,24.6,18.0 - 24.6,17.6-23.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,3,18,Oct 28 - Nov 9,23.6,19.5,28,19.5 - 28.0,23.4-25.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,3,18,Oct 28 - Nov 9,17.7,13.3,22.9,13.3 - 22.9,17.6-23.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,3,18,Oct 28 - Nov 9,24.1,20.4,28.1,20.4 - 28.1,23.4-25.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,3,18,Oct 28 - Nov 9,25.8,21.7,30.3,21.7 - 30.3,25.3-27.0,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,3,18,Oct 28 - Nov 9,26,21.5,30.8,21.5 - 30.8,25.3-27.0,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,3,18,Oct 28 - Nov 9,28.2,24.1,32.5,24.1 - 32.5,27.1-33.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,3,18,Oct 28 - Nov 9,26.3,22.4,30.6,22.4 - 30.6,25.3-27.0,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,3,18,Oct 28 - Nov 9,27.2,22,33,22.0 - 33.0,27.1-33.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,3,18,Oct 28 - Nov 9,27,21.8,32.7,21.8 - 32.7,25.3-27.0,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,3,18,Oct 28 - Nov 9,25.2,19.9,31,19.9 - 31.0,23.4-25.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,3,18,Oct 28 - Nov 9,24.4,21.2,27.9,21.2 - 27.9,23.4-25.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,3,18,Oct 28 - Nov 9,27.6,23.5,31.9,23.5 - 31.9,27.1-33.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3,18,Oct 28 - Nov 9,25.9,21.1,31.2,21.1 - 31.2,25.3-27.0,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3,18,Oct 28 - Nov 9,24.7,21.7,27.9,21.7 - 27.9,23.4-25.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,3,18,Oct 28 - Nov 9,22,15.4,29.8,15.4 - 29.8,17.6-23.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,3,18,Oct 28 - Nov 9,22.6,19.6,25.8,19.6 - 25.8,17.6-23.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,3,18,Oct 28 - Nov 9,22.5,17.8,27.8,17.8 - 27.8,17.6-23.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,3,18,Oct 28 - Nov 9,26.5,21.6,31.8,21.6 - 31.8,25.3-27.0,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,3,18,Oct 28 - Nov 9,23.2,19.2,27.6,19.2 - 27.6,17.6-23.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,3,18,Oct 28 - Nov 9,24.5,20.1,29.5,20.1 - 29.5,23.4-25.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,3,18,Oct 28 - Nov 9,22.7,18.3,27.7,18.3 - 27.7,17.6-23.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,3,18,Oct 28 - Nov 9,28.4,22.6,34.9,22.6 - 34.9,27.1-33.2,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,3,18,Oct 28 - Nov 9,17.6,15,20.5,15.0 - 20.5,17.6-23.3,
